league.key,league.year,league.name.full,league.name.short
1898-ATLL,1898,Atlantic League,Atlantic
1898-CALL,1898,California League,California
1898-CANL,1898,Canadian League,Canadian
1898-CPAL,1898,Central Pennsylvania League,Central Pennsylvania
1898-COL,1898,Collegiate Teams,Collegiate
1898-COSL,1898,Colorado State League,Colorado State
1898-CTST,1898,Connecticut State League,Connecticut State
1898-CUBL,1898,Cuban League,Cuban
1898-CUWL,1898,Cuban Winter League,Cuban Winter
1898-EL,1898,Eastern League,Eastern
1898-IL,1898,International League,International
1898-ISLG,1898,Interstate League,Interstate
1898-IAOL,1898,Iron And Oil League,Iron And Oil
1898-KSSL,1898,Kansas State League,Kansas State
1898-MESL,1898,Maine State League,Maine State
1898-MOKS,1898,Missouri-Kansas League,Missouri-Kansas
1898-MTSL,1898,Montana State League,Montana State
1898-NL,1898,National League,National
1898-NENL,1898,New England League,New England
1898-NYSL,1898,New York State League,New York State
1898-OHSL,1898,Ohio State League,Ohio State
1898-PCL,1898,Pacific Coast League,Pacific Coast
1898-PNWL,1898,Pacific Northwest League,Pacific Northwest
1898-PSTL,1898,Pacific States League,Pacific States
1898-SOUA,1898,Southern League,Southern
1898-SWLG,1898,Southwestern League,Southwestern
1898-TL,1898,Texas League,Texas
1898-WA,1898,Western Association,Western Association
1898-WL,1898,Western League,Western
